v	ID	###	Noun base	Verb base	PROPERTIES	group	trans?	object	argument	locative argument	weak / optional argument	Examples: Positive	Examples: Negative + Question	NEGATIVE examples: should NOT match	Noun examples	GROUPS + COMMENTS + NOTES		DISTRACTORS
					*CONCEPTS*				Syntax-allatiivi-kommunikaatio									
	935			suositella			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun-ONLY + Case:Translative			Suosittelimme häntä puheenjohtajaksi.						
					*CONCEPTS*													
	936			suositella			Transitive	että-lause				Suosittelen, että lähdet.	Suosittelen, että menet suomen kielen intensiivikurssille.					
					*CONCEPTS*													
	937			suostua			Intransitive	—	HEAD:Noun + Case:Illative			Hän suostui pyyntöön.						
					*CONCEPTS*													
	938			suostua			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			En suostu menemään sinne yksin.  //  Suostuin menemään töihin jouluna						
					*CONCEPTS*													
	939			suostutella			Transitive	HEAD:Noun + Case:Objective	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Suostuttelin hänet tulemaan mukaan.						
					*CONCEPTS*													
	940			surettaa			Transitive	HEAD:Noun + Case:Partitive				Asia surettaa minua.	Surettaako tämä asia sinua?					
					*CONCEPTS*													
	941			surra			Transitive	HEAD:Noun + Case:Partitive				Omaiset surevat vainajaa.						
					*CONCEPTS*													
	942			suudella			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Allative			Hän suuteli minua poskelle.						
					*CONCEPTS*													
	943			suunnata		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			He suuntasivat matkansa Lappiin, Utsjoelle.						
					*CONCEPTS*				syntax-allative-omistaminen									
	944			suunnitella			Transitive	HEAD:Noun + Case:Partitive					Lomamatkaa on kiva suunnitella.					
					*CONCEPTS*													
	945			suunnitella			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Suunnittelin lähteä torille.				(= aioin)		
					*CONCEPTS*													
	948			suuttua			Intransitive	—	HEAD:Noun + Case:Elative	HEAD:Noun + Case:Allative		Mistä hän suuttui minulle? // En ymmärrä, miksi hän suuttui minulle.						
					*CONCEPTS*													
	949			suututtaa			Transitive	HEAD:Noun + Case:Partitive				Tämä asia suututtaa minua.						
					*CONCEPTS*													
	950			syntyä			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Lapsi syntyi taksissa.						
					*CONCEPTS*													
	951			syntyä		OMISTAMINEN	Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative									
					*CONCEPTS*				syntax-allative-omistaminen									
	952			syntyä			Intransitive	—	HEAD:Noun + Case:Elative			Ehdotuksesta syntyi riita.						
					*CONCEPTS*													
	953			syrjiä			Transitive	HEAD:Noun + Case:Partitive			HEAD:Noun + Case:Inessive	He syrjivät sinua aina.	Naisia syrjitään työelämässä.					
					*CONCEPTS*													
	954			syttyä			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Valot syttyivät käytävään	Tähdet syttyvät taivaalle.					
					*CONCEPTS*													
	955			sytyttää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Sytytin kynttilän hänen muistolleen.						
					*CONCEPTS*													
	956			syventyä			Intransitive	—	HEAD:Noun + Case:Illative	POS:Verb + INF_FORM:Inf-Ma + Case:Illative		Poika syventyi kirjaan.	Poika syventyi lukemaan.					
					*CONCEPTS*													
	957			syyllistyä			Intransitive	—	HEAD:Noun + Case:Illative			En ole koskaan syyllistynyt valehteluun.						
					*CONCEPTS*													
	958			syyttää			Transitive	HEAD:Noun + Case:Partitive				Syytät minua.						
					*CONCEPTS*													
	959			syyttää			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Elative			Mistä syytät minua?						
					*CONCEPTS*													
	960			syyttää			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun-ONLY + Case:Translative			Hän syytti minua huolimattomaksi.						
					*CONCEPTS*													
	866			säikähtää			Transitive	HEAD:Noun + Case:Partitive				Kissa säikähti kovaa ääntä.						
					*CONCEPTS*													
	867			säikähtää			Intransitive	–	HEAD:Noun + Case:Elative			Säikähdin kovasta äänestä.	Mistä tuolla tavalla säikähdit?					
					*CONCEPTS*													
	870			säilyttää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Isoisä säilyttää rahojansa pankissa.	Rahat kannattaa säilyttää pankissa, ei sukanvarressa.					
					*CONCEPTS*													
	868			säilyä			Intransitive	—	HEAD:Noun + Case:Essive		HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive	Hedelmät säilyvät tuoreina jääkaapin alahyllyllä.	Maito säilyy tuoreena kylmässä.					
					*CONCEPTS*													
	869		???	säilyä			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Abessive			Maito säilyy jääkaapissa pilaantumatta.						
					*CONCEPTS*													
	877			särkeä			Transitive	HEAD:Noun + Case:Partitive				Päätäni särkee.						
					*CONCEPTS*													
	878			särkeä			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative			Särjin peilin kappaleiksi.				(= rikoin)		
					*CONCEPTS*													
	857			sääliä			Transitive	HEAD:Noun + Case:Partitive				He säälivät meitä.						
					*CONCEPTS*													
	860			säästää			Transitive	HEAD:Noun + Case:Partitive	HEAD:PostPosition + Base:varten + Gov_Case:Partitive			Säästän rahaa asuntoa varten.						
					*CONCEPTS*													
	861			säästää		OMISTAMINEN	Transitive	HEAD:Noun + Case:Partitive		HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative		Säästän rahaa omaan asuntoon.						
					*CONCEPTS*					syntax-allative-omistaminen								
	862			säästää			Intransitive	—	HEAD:Noun + Case:Inessive				Voin säästää vain ruoassa.			Lari: object		
					*CONCEPTS*													
	863			säästyä			Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Vain yksi talo säästyi tulipalolta.	Palkasta ei säästy penniäkään.			(= jää)		
					*CONCEPTS*													
	961		takuu	taata														
					*CONCEPTS*													
	964			tahtoa			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Tahdon oppia suomea.						
					*CONCEPTS*													
	965			tahtoa			Transitive	HEAD:Noun + Case:Objective				Pekka tahtoo uuden asunnon.						
					*CONCEPTS*													
	966			taistella			Intransitive	—	HEAD:PostPosition + Base:vastaan + Gov_Case:Partitive	HEAD:PostPosition + Base:puolesta + Gov_Case:Genitive		Hän taistelee vakavaa sairautta vastaan. // taistelen maani puolesta vihollista vastaan. // Taistelemme vapauden puolesta.						
					*CONCEPTS*													
	967			taistella			Intransitive	—	HEAD:Noun + Case:Elative			Sotilaat taistelivat voitosta.						
					*CONCEPTS*											HEAD:Noun + Case:Partitive		
	968			taistella			Intransitive	—	HEAD:PostPosition + Base:vastaan + Gov_Case:Partitive	HEAD:PostPosition + Base:puolella + Gov_Case:Genitive		taistelen maani puolella vihollista vastaan. //						
					*CONCEPTS*													
	969			taitaa			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Taidan ostaa auton.				(= luultavasti ostan)		
					*CONCEPTS*													
	970			tajuta			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Tajusin olla hiljaa.						
					*CONCEPTS*													
	971			tajuta			Transitive	että-lause				Tajuan, että asia on vakava!	Etkö tajua, että asia on vakava?					
					*CONCEPTS*													
	972			tallentaa			Transitive	HEAD:Noun + Case:Objective			HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative	Tallensin konsertin nauhalle.	Tallensin konsertin nauhaan.					
					*CONCEPTS*													
	973			tallettaa			Transitive	HEAD:Noun + Case:Objective			HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative	Talletan rahat pankkiin.	Talletan rahat tililleni.					
					*CONCEPTS*													
	974			tapahtua			Intransitive	—			HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive	Mitä kotimaassa kadulla on tapahtunut?	Mitä tuolla kadulla on tapahtunut?					
					*CONCEPTS*													
	975			tapahtua		OMISTAMINEN	Intransitive	—	HEAD:Noun + Case:Allative			Mitä sinulle on tapahtunut?						
					*CONCEPTS*				syntax-allative-omistaminen									
	976			tapella			Intransitive	—	HEAD:Noun + Case:Elative			Pojat tappelivat pallosta.						
					*CONCEPTS*													
	978			tarjoilla			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Äiti tarjoilee juhla-aterian.	Tässä baarissa ei tarjoilla pöytiin.  //  Naisille tarjoillaan ensin, sitten vasta miehille.					
					*CONCEPTS*													
	979			tarjota			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Tarjoan sinulle oluen.  //  Tarjosin äidilleni lounaan ravintolassa.						
					*CONCEPTS*													
	980			tarjota			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative			Tarjosin talosta miljoonan.	Tarjosi talosta miljoonan.  //  Mitä tästä autosta tarjotaan?					
					*CONCEPTS*													
	981			tarkistaa		LÄHDE	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Hän tarkisti verkkopankista tilinsä saldon.	Tarkistakaa kurssin aika opinto-oppaasta tai sihteeriltä.					
					*CONCEPTS*				Syntax-ablatiivi-lähde									
	982			tarkkailla			Transitive	HEAD:Noun + Case:Partitive				Poliisi tarkkailee liikennettä.						
					*CONCEPTS*													
	983			tarkoittaa			Transitive	HEAD:Noun + Case:Partitive				Hän tarkoittaa vain hyvää.	Mitä sinä tarkoitat?					
					*CONCEPTS*													
	984			tarkoittaa			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				En tarkoittanut valehdella.	Anteeksi, en tarkoittanut loukata.			(= halunnut), Lari: very limited selection of words in affirmative sentence (only quite fixed "tarkoitin sanoa, että" comes to mind)		
					*CONCEPTS*													
	985			tarkoittaa			Transitive	että-lause				Tarkoitatko, että olen tyhmä?						
					*CONCEPTS*													
	986			tarttua			Intransitive	—	HEAD:Noun + Case:Illative			Tartu tilaisuuteen!						
					*CONCEPTS*													
	987	4.8		tarvita			Transitive	HEAD:Noun + Case:Objective			HEAD:Noun + Case:Illative	talo tarvitsee uuden katon.	Tarvitsemme rahaa autoon.					
					*CONCEPTS*													
	990			tavata			Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive		Tapasin mieheni baarissa.						
					*CONCEPTS*													
	993			teettää			Transitive	HEAD:Noun + Case:Objective			HEAD:Noun + Case:Elative	Teetin kankaasta takin.						
					*CONCEPTS*													
	994			tehdä			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative			Aion tehdä takin tuosta kankaasta	Mitä aiot tehdä tuosta kankaasta?					
					*CONCEPTS*													
	995			tehdä			Transitive	HEAD:Noun + Case:Objective			HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative	Tein saunaan uuden penkin.						
					*CONCEPTS*													
	996			tehdä			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative / POS:Adjective + Case:Translative			Tein ruoan valmiiksi.						
					*CONCEPTS*													
	997			tehostaa			Transitive	HEAD:Noun + Case:Partitive				Poliisi tehostaa valvontaa.						
					*CONCEPTS*													
	998			tehota			Intransitive	—	HEAD:Noun + Case:Illative			Antibiootti ei tehoa tähän tautiin.						
					*CONCEPTS*													
	999			teititellä			Transitive	HEAD:Noun + Case:Partitive				Hän teititteli minua.						
					*CONCEPTS*													
	1000			tervehtiä			Transitive	HEAD:Noun + Case:Partitive				Hän tervehtii minua aina.						
					*CONCEPTS*													
	1001			tiedottaa			Intransitive	—	HEAD:Noun + Case:Elative			Asiasta tiedotetaan ensi viikolla.						
					*CONCEPTS*													
	1002			tiedottaa			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Elative			Yhtiön pitää tiedottaa lehdistöä nimityksestä.						
					*CONCEPTS*													
	1003			tiedustella			Transitive	HEAD:Noun + Case:Partitive				Poliisi tiedusteli asiaa.	Oletko jo tiedustellut matkan hintaa?					
					*CONCEPTS*													
	1004			tiedustella		LÄHDE	Transitive	HEAD:Noun + Case:Partitive			HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative	Poliisi tiedusteli asiaa koulusta.						
					*CONCEPTS*						Syntax-ablatiivi-lähde							
	1005			tietää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative			Tiedän asiasta vain toisen puolen.	Tiedän asiasta jotakin.					
					*CONCEPTS*													
	1006			tietää			Transitive	että-lause				Tiedän, että hän on kotona.						
					*CONCEPTS*													
	1007			tilata			Transitive	HEAD:Noun + Case:Objective			HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative	Tilasimme taksin kotiin.	Tilasimme taksin lentokentälle.					
					*CONCEPTS*													
	1008			tilata		LÄHDE	Transitive	HEAD:Noun + Case:Objective			HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative	Tilasimme liput matkatoimistosta.	Tilasimme liput taksin asemalta.					
					*CONCEPTS*						Syntax-ablatiivi-lähde							
	1009			todeta			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative / POS:Adjective + Case:Translative			Lääkäri totesi miehen kuolleeksi.						
					*CONCEPTS*													
	1010			todeta			Transitive	että-lause				Totesimme, että konetta ei voi korjata.						
					*CONCEPTS*													
	1011			todistaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative / POS:Adjective + Case:Translative			Hän todisti väitteen vääräksi.						
					*CONCEPTS*													
	1012			todistaa			Transitive	että-lause				Voitko todistaa, että olen väärässä?						
					*CONCEPTS*													
	1013			toipua			Intransitive	—		HEAD:Noun + Case:Elative		Hän toipui sairaudesta nopeasti.						
					*CONCEPTS*													
	1014			toivoa			Transitive	HEAD:Noun + Case:Partitive				Hän toivoo polkupyörää joululahjaksi.						
					*CONCEPTS*													
	1015			toivoa			Transitive	että-lause				Hän toivoo, että saisi polkupyörän lahjaksi.						
					*CONCEPTS*													
	1016			toivottaa		KOMMUNIKAATIO	Transitive	HEAD:Noun + Case:Partitive			HEAD:Noun + Case:Allative	Toivotan teille onnea ja menestystä.	Toivotimme heille hyvää matkaa.					
					*CONCEPTS*						Syntax-allatiivi-kommunikaatio							
	1018			totella			Transitive	HEAD:Noun + Case:Partitive				Tottelet minua.						
					*CONCEPTS*													
	1019	3.6		tottua			Intransitive	—	HEAD:Noun + Case:Illative			Olen tottunut kasvisruokaan	Oletko jo tottunut suomalaiseen ruokaan?					
					*CONCEPTS*													
	1020			tottua			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Oletko jo tottunut nousemaan joka aamu klo 6?						
					*CONCEPTS*													
	1021			totuttaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative			Vuosi Suomessa on totuttanut minut lumeen ja pakkaseen.						
					*CONCEPTS*													
	1022			totuttaa			Transitive	HEAD:Noun + Case:Objective	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän totutti minut nousemaan aikaisin aamulla.						
					*CONCEPTS*													
	1023			tuhlata			Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Illative		Hän tuhlasi rahansa vaatteisiin.						
					*CONCEPTS*													
	1024			tuijottaa			Transitive	HEAD:Noun + Case:Partitive				Joku mies tuijotti minua metrossa koko matkan.						
					*CONCEPTS*													
	1025			tukea			Transitive	HEAD:Noun + Case:Objective				Hän tuki pyöränsä seinää vasten.	Vanhemmat tukivat lasta kaikessa.					
					*CONCEPTS*													
	1026			tulla			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative		Tulin eilen Lontoosta Helsinkiin.	Tulin eilen Tampereelta Vantaalle.					
					*CONCEPTS*													
	1027			tulla			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Tulkaa meille syömään!						
					*CONCEPTS*													
	1028	2.3		tulla			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Elative			Johtaja tulee syömästä klo 13.						
					*CONCEPTS*													
	1030			tulla			Intransitive	—	HEAD:Noun-ONLY + Case:Translative / POS:Adjective + Case:Translative			Tulin iloiseksi, kun hän soitti.						
					*CONCEPTS*													
	1031		???	tulla			Intransitive	—	Surface:toimeen # HEAD:Noun + Case:Genitive			Hän tulee toimeen kaikkien ihmisten kanssa.						
					*CONCEPTS*													
	1032		???	tulla			Intransitive	—	Surface:toimeen # HEAD:Noun + Case:Adessive			Suomessa tulee toimeen englannilla.				(= pärjää)		
					*CONCEPTS*													
	1034			tunnistaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative			Tunnistin hänet äänestä.						
					*CONCEPTS*													
	1035			tunnistaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative / POS:Adjective + Case:Translative			Poliisi tunnisti ruumiin kadonneeksi mieheksi.						
					*CONCEPTS*													
	1036			tuntea			Transitive	HEAD:Noun + Case:Partitive	HEAD:PostPosition + Base:kohtaan + Gov_Case:Partitive			Tunnen sympatiaa häntä kohtaan.						
					*CONCEPTS*													
	1037	4.8		tuntea			Transitive	HEAD:Noun + Case:Objective	Surface:itse(nsä) # HEAD:Noun-ONLY + Case:Translative / POS:Adjective + Case:Translative			Hän tunsi itsensä hölmöksi.				???		
					*CONCEPTS*													
	1038	2.4		tuntua		AISTI	Intransitive	—	HEAD:Noun + Case:Ablative / POS:Adjective + Case:Ablative			Miltä tämä tehtävä tuntuu?						
					*CONCEPTS*				Syntax-ablatiivi-aisti									
	1039			tuntua		AISTI						Miltä sinusta tuntuu?		??? construction ?		???		
					*CONCEPTS*													
	1040			tuoda			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Uusi sohva toi huoneeseen hienostuneen ilmeen. 						
					*CONCEPTS*													
	1041			tuoda			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Minä tuon lapset päiväkodista.						
					*CONCEPTS*													
	1042			tuoda			Transitive	HEAD:Noun + Case:Objective	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Isä toi lapset koulusta kotiin syömään.						
					*CONCEPTS*													
	1043	2.4		tuoksua		AISTI	Intransitive	—	HEAD:Noun + Case:Ablative / POS:Adjective + Case:Ablative 			Miltä tämä tuoksuu?						
					*CONCEPTS*				Syntax-ablatiivi-aisti									
	1043	2.4		tuoksua		AISTI	Intransitive	—	HEAD:Noun + Case:Allative / POS:Adjective + Case:Allative			Mille tämä tuoksuu?						
					*CONCEPTS*				Syntax-allatiivi-aisti									
	1044			tuomita			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative	HEAD:Noun + Case:Allative		Yleinen mielipide tuomitsi hänet.  //  Tuomari tuomitsi kotijoukkueelle vapaapotkun.	Hänet tuomittiin raiskauksesta.					
					*CONCEPTS*													
	1045			tuomita			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative			Käräjäoikeus tuomitsi miehen vankilaan.	Mies tuomittiin vankilaan kuudeksi vuodeksi.					
					*CONCEPTS*													
	1046			tuomita			Transitive	HEAD:Noun + Case:Objective	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Käräjäoikeus tuomitsi miehen maksamaan sakkoja.	Nainen tuomittiin maksamaan 3 000 euroa sakkoa.					
					*CONCEPTS*													
	1047			turhautua			Intransitive	—	HEAD:Noun + Case:Illative			Olen turhautunut byrokratiaan.						
					*CONCEPTS*													
	1048			turhautua			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Olen turhautunut tekemään samaa työtä päivästä toiseen.						
					*CONCEPTS*													
	1048			turtua			Intransitive	—	HEAD:Noun + Case:Illative			Kaikkeen turtuu, tähänkin työhön.						
					*CONCEPTS*													
	1049			turvautua			Intransitive	—	HEAD:Noun + Case:Illative			Hän turvautui asiantuntijan apuun.						
					*CONCEPTS*													
	1050	2.7		tutustua			Intransitive	—	HEAD:Noun + Case:Illative			Liisa tutustui Jussiin Roomassa.						
					*CONCEPTS*													
	1051			tykätä			Intransitive	—	HEAD:Noun + Case:Elative			Minä tykkään jazz-musiikista.						
					*CONCEPTS*													
	1052			tykätä			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Tykkään uida vain lämpimässä vedessä.				Lari: this is quite colloqial		
					*CONCEPTS*													
	1053			tykätä			Transitive	! HEAD:Noun + Case:Partitive	! HEAD:Noun + Case:Elative			Tykkään matalaa hänestä				Lari: this is marginal. I can find only two words that fit to object position: kyttyrää / matalaa --> more like an idiom		
					*CONCEPTS*													
	1055			tyydyttää			Transitive	HEAD:Noun + Case:Partitive				Tämä ratkaisu tyydyttää meitä.						
					*CONCEPTS*													
	1056			tyytyä			Intransitive	—	HEAD:Noun + Case:Illative			Tyydymme tähän päätökseen.						
					*CONCEPTS*													
	1054			työntää			Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative		Työnsin tavarat kaappiin.	Työnsin tavarat ylähyllylle.					
					*CONCEPTS*													
	962			tähdentää			Transitive	HEAD:Noun + Case:Partitive				Professori tähdensi lähdekritiikin merkitystä.	Haluaisin tähdentää tätä asiaa.					
					*CONCEPTS*													
	963			tähdentää			Transitive	että-lause				On syytä tähdentää, että rahaa ei ole enää.						
					*CONCEPTS*													
	977			täristä			Intransitive	—	HEAD:Noun + Case:Elative			Poika tärisi kylmästä.						
					*CONCEPTS*													
	1017			törmätä			Intransitive	—	HEAD:Noun + Case:Illative			Auto törmäsi puuhun.						
					*CONCEPTS*													
	1057			uhata			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Adessive			Hän on uhannut sinua.	He uhkasivat miestä puukolla.					
					*CONCEPTS*				Syntax-adessiivi-keino-väline									
	1058			uhata			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Hän uhkasi tappaa minut.						
					*CONCEPTS*													
	1059			uhmata			Transitive	HEAD:Noun + Case:Partitive				He uhmasivat vaaraa ja jatkoivat matkaansa.						
					*CONCEPTS*													
	1060			uhrata		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			uhrata härkä Juppiterille.	Tähän kilpaurheilulle en uhraa enää aikaa.			Tähän työhön en uhraa enää aikaa.		
					*CONCEPTS*				syntax-allative-omistaminen									
	1061			uhrautua			Intransitive	—	HEAD:PostPosition + Base:puolesta + Gov_Case:Genitive			Vanhemmat uhrautuivat lastensa puolesta.				Gen + puolesta / hyväksi;		
					*CONCEPTS*													
	1062			uhrautua			Intransitive	—	HEAD:PostPosition + Base:hyväksi + Gov_Case:Genitive			Vanhemmat uhrautuivat lastensa hyväksi.				Gen + puolesta / hyväksi;		
					*CONCEPTS*													
	1063			uhrautua			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän uhrautui maksamaan Kaarinan laskun.						
					*CONCEPTS*													
	1064			ujostella			Transitive	HEAD:Noun + Case:Partitive				Lapsi ujosteli joulupukkia.						
					*CONCEPTS*													
	1065			ujostuttaa			Transitive	HEAD:Noun + Case:Partitive				Minua alkoi ujostuttaa: en uskaltanut sanoa mitään.						
					*CONCEPTS*													
	1066			ulottua			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative		Verhot ulottuvat katosta lattiaan.	Jono ulottui ovelta lippuluukulle asti.					
					*CONCEPTS*													
	1067			uneksia			Intransitive	—	HEAD:Noun + Case:Elative			Hän uneksii lottovoitosta.						
					*CONCEPTS*													
	1068			uneksia			Transitive	että-lause				Maija uneksii, että hän saisi lottovoiton.						
					*CONCEPTS*													
	1069			unelmoida			Intransitive	—	HEAD:Noun + Case:Elative			Liisa unelmoi rikkaasta miehestä.						
					*CONCEPTS*													
	1070			unelmoida			Transitive	että-lause				Liisa unelmoi, että saisi rikkaan miehen.						
					*CONCEPTS*													
	1071			unohtaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Unohdin avaimet kotiin.				(=hukata / jättää / unohtaa)		
					*CONCEPTS*													
	1072			unohtaa			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Unohditko taas maksaa laskun ajoissa?						
					*CONCEPTS*													
	1073			unohtua			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Unohduin haaveisiini. // Kesävaatteet unohtuivat mökille.						
					*CONCEPTS*													
	1074			unohtua			Intransitive	—	HEAD:Noun + Case:Ablative			Unohtuiko sinulta jotakin?						
					*CONCEPTS*													
	1075			unohtua			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Unohduin katselemaan televisiota ja myöhästyin kurssilta.						
					*CONCEPTS*													
	1076			upota			Intransitive	—	HEAD:Noun + Case:Illative			Laiva upposi meren pohjaan.						
					*CONCEPTS*													
	1077			upottaa			Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Illative		Loukkaantuminen upotti kilpailijan haaveet olympiamitalista.	Jätetynnyrit upotettiin mereen.					
					*CONCEPTS*													
	1078			uskaltaa			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Uskallan häiritä häntä.						
					*CONCEPTS*													
	1079			uskoa			Transitive	HEAD:Noun + Case:Partitive				Uskon sinua.				(= että puhut totta, että olet oikeassa)		
					*CONCEPTS*													
	1080			uskoa			Intransitive	—	HEAD:Noun + Case:Illative			Hän uskoo Jumalaan.						
					*CONCEPTS*													
	1081			uskoa			Transitive	että-lause				Hän uskoo, että kaikki järjestyy.						
					*CONCEPTS*													
	1082			uskoutua		OMISTAMINEN	Intransitive	—	HEAD:Noun + Case:Allative			Minulle voi uskoutua, en kerro kenellekään.						
					*CONCEPTS*				syntax-allative-omistaminen									
	1083			vaatia		LÄHDE	Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Ablative		Luonto vaati osansa, ja retkeilijät nukahtivat.	Opettaja vaatii oppilailta liian paljon.					
					*CONCEPTS*					Syntax-ablatiivi-lähde								
	1084			vaatia			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Vaadin saada tietää, miten asia on.						
					*CONCEPTS*													
	1085			vaatia			Transitive	! HEAD:Noun + Case:Partitive	! POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Opettaja vaati minua tekemään harjoituksen uudestaan.						
					*CONCEPTS*													
	1088			vahingoittaa			Transitive	HEAD:Noun + Case:Partitive				Tupakointi vahingoittaa terveyttä.						
					*CONCEPTS*													
	1089			vahtia			Transitive	HEAD:Noun + Case:Partitive				Koira vahtii taloa.						
					*CONCEPTS*													
	1090			vaihtaa			Transitive	HEAD:Noun + Case:Objective			HEAD:Noun + Case:Illative	Vaihdoin autoon kesärenkaat.						
					*CONCEPTS*													
	1091			vaihtaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative			Voinko palkinnon vaihtaa rahaksi?						
					*CONCEPTS*													
	1092			vaihtua			Intransitive	—	HEAD:Noun-ONLY + Case:Translative / POS:Adjective + Case:Translative / HEAD:Noun + Case:Illative			Kun valo vaihtuu vihreäksi, voit mennä kadun yli.	Kun valo vaihtuu vihreään, voit mennä kadun yli.					
					*CONCEPTS*													
	1093			vaikeuttaa			Transitive	HEAD:Noun + Case:Partitive				Rahan puute vaikeutti tutkimusta.						
